,Rk,Player,Tm,2021-22,2022-23,2023-24,2024-25,2025-26,2026-27,Signed Using,Guaranteed,Link
0,1,Stephen Curry,GSW,"$45,780,966","$48,070,014","$51,915,615","$55,761,216","$59,606,817",,Bird Rights,"$261,134,628",https://www.basketball-reference.com/players/c/curryst01.html
1,2,John Wall,HOU,"$44,310,840","$47,366,760",,,,,Bird Rights,"$44,310,840",https://www.basketball-reference.com/players/w/walljo01.html
2,3,Russell Westbrook,LAL,"$44,211,146","$47,063,478",,,,,Bird Rights,"$44,211,146",https://www.basketball-reference.com/players/w/westbru01.html
3,4,James Harden,PHI,"$43,848,000","$46,872,000",,,,,Bird Rights,"$43,848,000",https://www.basketball-reference.com/players/h/hardeja01.html
4,5,LeBron James,LAL,"$41,180,544","$44,474,988",,,,,Bird,"$85,655,532",https://www.basketball-reference.com/players/j/jamesle01.html
5,6,Kevin Durant,BRK,"$40,918,900","$42,969,845","$42,969,845","$49,856,021","$53,282,609",,Sign and Trade,"$229,997,220",https://www.basketball-reference.com/players/d/duranke01.html
6,7,Giannis Antetokounmpo,MIL,"$39,344,970","$42,492,568","$45,640,165","$48,787,763","$51,935,360",,Bird,"$176,265,466",https://www.basketball-reference.com/players/a/antetgi01.html
7,8,Paul George,LAC,"$39,344,970","$42,492,568","$45,640,165","$48,787,763",,,Bird,"$127,477,703",https://www.basketball-reference.com/players/g/georgpa01.html
8,9,Damian Lillard,POR,"$39,344,900","$42,492,492","$45,640,084","$48,787,676",,,1st Round Pick,"$176,265,152",https://www.basketball-reference.com/players/l/lillada01.html
9,10,Kawhi Leonard,LAC,"$39,344,900","$42,492,492","$45,640,084","$48,787,676",,,Early Bird,"$127,477,476",https://www.basketball-reference.com/players/l/leonaka01.html
10,11,Klay Thompson,GSW,"$37,980,720","$40,600,080","$43,219,440",,,,Bird Rights,"$121,800,240",https://www.basketball-reference.com/players/t/thompkl01.html
11,12,Jimmy Butler,MIA,"$36,016,200","$37,653,300","$45,183,960","$48,798,677","$52,413,394",,Sign and Trade,"$167,652,137",https://www.basketball-reference.com/players/b/butleji01.html
12,13,Tobias Harris,PHI,"$36,000,000","$38,482,759","$40,965,517",,,,Bird Rights,"$115,448,276",https://www.basketball-reference.com/players/h/harrito02.html
13,14,Khris Middleton,MIL,"$35,500,000","$37,948,276","$40,396,552",,,,Bird Rights,"$73,448,276",https://www.basketball-reference.com/players/m/middlkh01.html
14,15,Anthony Davis,LAL,"$35,361,360","$37,980,720","$40,600,080","$43,219,440",,,Bird,"$113,942,160",https://www.basketball-reference.com/players/d/davisan02.html
15,16,Rudy Gobert,UTA,"$35,344,828","$38,172,414","$41,000,000","$43,827,587","$46,655,173",,Bird,"$158,344,829",https://www.basketball-reference.com/players/g/goberru01.html
16,17,Kyrie Irving,BRK,"$34,916,200","$36,503,300",,,,,Cap space,"$34,916,200",https://www.basketball-reference.com/players/i/irvinky01.html
17,18,Bradley Beal,WAS,"$34,502,130","$37,262,300",,,,,Cap Space,"$34,502,130",https://www.basketball-reference.com/players/b/bealbr01.html
18,19,Kristaps Porziņģis,WAS,"$31,650,600","$33,833,400","$36,016,200",,,,Bird Rights,"$65,484,000",https://www.basketball-reference.com/players/p/porzikr01.html
19,20,Devin Booker,PHO,"$31,610,000","$33,790,000","$35,970,000",,,,1st round pick,"$101,370,000",https://www.basketball-reference.com/players/b/bookede01.html
20,21,Karl-Anthony Towns,MIN,"$31,610,000","$33,790,000","$35,970,000",,,,1st Round Pick,"$101,370,000",https://www.basketball-reference.com/players/t/townska01.html
21,22,Jamal Murray,DEN,"$31,590,000","$33,930,000","$36,270,000","$38,610,000",,,1st Round pick,"$140,400,000",https://www.basketball-reference.com/players/m/murraja01.html
22,23,Ben Simmons,BRK,"$31,590,000","$33,930,000","$36,270,000","$38,610,000",,,1st Round pick,"$140,400,000",https://www.basketball-reference.com/players/s/simmobe01.html
23,24,Joel Embiid,PHI,"$31,579,390","$33,616,770","$43,732,500","$47,231,100","$50,729,700","$54,228,300",1st Round Pick,"$206,889,460",https://www.basketball-reference.com/players/e/embiijo01.html
24,25,Andrew Wiggins,GSW,"$31,579,390","$33,616,770",,,,,1st Round Pick,"$65,196,160",https://www.basketball-reference.com/players/w/wiggian01.html
25,26,Pascal Siakam,TOR,"$31,320,000","$33,640,000","$35,960,000",,,,1st Round pick,"$100,920,000",https://www.basketball-reference.com/players/s/siakapa01.html
26,27,Kevin Love,CLE,"$31,300,000","$28,900,000",,,,,Bird Rights,"$60,200,000",https://www.basketball-reference.com/players/l/loveke01.html
27,28,CJ McCollum,NOP,"$30,864,198","$33,333,333","$35,802,469",,,,1st Round Pick,"$100,000,000",https://www.basketball-reference.com/players/m/mccolcj01.html
28,29,Chris Paul,PHO,"$30,800,000","$28,400,000","$30,800,000","$30,000,000",,,Bird,"$75,000,000",https://www.basketball-reference.com/players/p/paulch01.html
29,30,Nikola Jokić,DEN,"$30,510,423","$32,478,837",,,,,Bird Rights,"$62,989,260",https://www.basketball-reference.com/players/j/jokicni01.html
30,31,Jrue Holiday,MIL,"$30,133,333","$32,393,333","$34,653,333","$36,913,333",,,Bird,"$97,179,999",https://www.basketball-reference.com/players/h/holidjr01.html
31,32,D'Angelo Russell,MIN,"$30,013,500","$31,377,750",,,,,Sign and Trade,"$61,391,250",https://www.basketball-reference.com/players/r/russeda01.html
32,33,Gordon Hayward,CHO,"$29,900,000","$30,100,000","$31,500,000",,,,Sign and Trade,"$91,500,000",https://www.basketball-reference.com/players/h/haywago01.html
33,34,Blake Griffin,DET,"$32,405,817",,,,,,,"$29,764,126",https://www.basketball-reference.com/players/g/griffbl01.html
34,35,Brandon Ingram,NOP,"$29,467,800","$31,650,600","$33,833,400","$36,016,200",,,Bird,"$130,968,000",https://www.basketball-reference.com/players/i/ingrabr01.html
35,36,De'Aaron Fox,SAC,"$28,103,550","$30,351,834","$32,600,118","$34,848,402","$37,096,686",,Bird,"$163,000,590",https://www.basketball-reference.com/players/f/foxde01.html
36,37,Bam Adebayo,MIA,"$28,103,550","$30,351,834","$32,600,118","$34,848,402","$37,096,686",,Bird,"$163,000,590",https://www.basketball-reference.com/players/a/adebaba01.html
37,38,Donovan Mitchell,UTA,"$28,103,550","$30,351,834","$32,600,118","$34,848,402","$37,096,686",,Bird,"$125,903,904",https://www.basketball-reference.com/players/m/mitchdo01.html
38,39,Jayson Tatum,BOS,"$28,103,550","$30,351,834","$32,600,118","$34,848,402","$37,096,686",,Bird,"$125,903,904",https://www.basketball-reference.com/players/t/tatumja01.html
39,40,Al Horford,BOS,"$27,000,000","$26,500,000",,,,,Cap Space,"$41,500,000",https://www.basketball-reference.com/players/h/horfoal01.html
40,41,Kyle Lowry,MIA,"$26,984,128","$28,333,334","$29,682,540",,,,Bird,"$85,000,002",https://www.basketball-reference.com/players/l/lowryky01.html
41,42,Kemba Walker,OKC,"$34,967,442","$36,596,549",,,,,,"$53,669,500",https://www.basketball-reference.com/players/w/walkeke02.html
42,43,DeMar DeRozan,CHI,"$26,000,000","$27,300,000","$28,600,000",,,,Sign and Trade,"$81,900,000",https://www.basketball-reference.com/players/d/derozde01.html
43,44,Jaylen Brown,BOS,"$24,830,357","$26,669,643","$28,508,929",,,,1st Round pick,"$80,008,929",https://www.basketball-reference.com/players/b/brownja02.html
44,45,Draymond Green,GSW,"$24,026,712","$25,806,469","$27,586,225",,,,Bird Rights,"$49,833,181",https://www.basketball-reference.com/players/g/greendr01.html
45,46,Nikola Vučević,CHI,"$24,000,000","$22,000,000",,,,,Bird Rights,"$46,000,000",https://www.basketball-reference.com/players/v/vucevni01.html
46,47,John Collins,ATL,"$23,000,000","$23,500,000","$25,340,000","$26,580,000","$26,580,000",,Bird,"$125,000,000",https://www.basketball-reference.com/players/c/collijo01.html
47,48,Buddy Hield,IND,"$22,477,273","$20,522,727","$18,568,182",,,,1st Round pick,"$61,568,182",https://www.basketball-reference.com/players/h/hieldbu01.html
48,49,Malcolm Brogdon,IND,"$21,700,000","$22,600,000","$21,634,615","$23,365,385",,,Sign and Trade,"$89,300,000",https://www.basketball-reference.com/players/b/brogdma01.html
49,50,Tim Hardaway Jr.,DAL,"$21,306,816","$19,602,273","$17,897,728","$16,193,183",,,Bird,"$75,000,000",https://www.basketball-reference.com/players/h/hardati02.html
50,51,Mike Conley,UTA,"$21,000,000","$22,680,000","$24,360,000",,,,Bird,"$58,000,000",https://www.basketball-reference.com/players/c/conlemi01.html
51,52,Gary Harris,ORL,"$20,482,143",,,,,,1st Round Pick,"$20,482,143",https://www.basketball-reference.com/players/h/harriga01.html
52,53,Danilo Gallinari,ATL,"$20,475,000","$21,450,000",,,,,Sign and Trade,"$25,475,000",https://www.basketball-reference.com/players/g/gallida01.html
53,54,Harrison Barnes,SAC,"$20,284,091","$18,352,273",,,,,Bird Rights,"$38,636,364",https://www.basketball-reference.com/players/b/barneha02.html
54,55,Jarrett Allen,CLE,"$20,000,000","$20,000,000","$20,000,000","$20,000,000","$20,000,000",,Bird,"$100,000,000",https://www.basketball-reference.com/players/a/allenja01.html
55,56,Jerami Grant,DET,"$20,000,000","$20,952,381",,,,,Sign and Trade,"$40,952,381",https://www.basketball-reference.com/players/g/grantje01.html
56,57,Julius Randle,NYK,"$19,800,000","$23,760,000","$25,660,800","$27,561,600","$29,462,400",,Cap Space,"$96,782,400",https://www.basketball-reference.com/players/r/randlju01.html
57,58,Fred VanVleet,TOR,"$19,675,926","$21,250,000","$22,824,074",,,,Bird,"$40,925,926",https://www.basketball-reference.com/players/v/vanvlfr01.html
58,59,Zach LaVine,CHI,"$19,500,000",,,,,,Cap space,"$19,500,000",https://www.basketball-reference.com/players/l/lavinza01.html
59,60,Goran Dragić,SAS,"$20,168,742",,,,,,,"$19,440,000",https://www.basketball-reference.com/players/d/dragigo01.html
60,61,Bojan Bogdanović,UTA,"$18,700,000","$19,550,000",,,,,Cap Space,"$38,250,000",https://www.basketball-reference.com/players/b/bogdabo02.html
61,62,Lonzo Ball,CHI,"$18,604,651","$19,534,884","$20,465,117","$21,395,348",,,Sign and Trade,"$58,604,652",https://www.basketball-reference.com/players/b/balllo01.html
62,63,Domantas Sabonis,SAC,"$18,562,500","$19,937,500","$21,312,500",,,,1st Round pick,"$59,812,500",https://www.basketball-reference.com/players/s/sabondo01.html
63,64,Eric Gordon,HOU,"$18,218,818","$19,568,360","$20,917,902",,,,Cap Space,"$37,787,178",https://www.basketball-reference.com/players/g/gordoer01.html
64,65,Evan Fournier,NYK,"$18,139,535","$19,046,512","$19,953,488","$20,860,465",,,Sign and Trade,"$57,139,535",https://www.basketball-reference.com/players/f/fournev01.html
65,66,Eric Bledsoe,POR,"$18,125,000","$19,375,000",,,,,Bird Rights,"$22,025,000",https://www.basketball-reference.com/players/b/bledser01.html
66,67,Myles Turner,IND,"$18,000,000","$18,000,000",,,,,1st Round pick,"$36,000,000",https://www.basketball-reference.com/players/t/turnemy01.html
67,68,Bogdan Bogdanović,ATL,"$18,000,000","$18,000,000","$18,000,000",,,,Cap Space,"$36,000,000",https://www.basketball-reference.com/players/b/bogdabo01.html
68,69,Terry Rozier,CHO,"$17,905,263","$21,486,316","$23,205,221","$24,924,126","$26,643,031",,Sign and Trade,"$114,163,957",https://www.basketball-reference.com/players/r/roziete01.html
69,70,Ricky Rubio,IND,"$17,809,524",,,,,,Cap Space,"$17,809,524",https://www.basketball-reference.com/players/r/rubiori01.html
70,71,Caris LeVert,CLE,"$17,500,000","$18,796,296",,,,,1st Round pick,"$36,296,296",https://www.basketball-reference.com/players/l/leverca01.html
71,72,Jonathan Isaac,ORL,"$17,400,000","$17,400,000","$17,400,000","$17,400,000",,,Bird,"$40,800,000",https://www.basketball-reference.com/players/i/isaacjo01.html
72,73,Joe Harris,BRK,"$17,357,143","$18,642,857","$19,928,571",,,,Bird,"$55,928,571",https://www.basketball-reference.com/players/h/harrijo01.html
73,74,Spencer Dinwiddie,DAL,"$17,142,857","$18,000,000","$18,857,143",,,,Sign and Trade,"$45,142,857",https://www.basketball-reference.com/players/d/dinwisp01.html
74,75,Clint Capela,ATL,"$17,103,448","$18,206,897","$20,616,000","$22,265,280",,,Bird Rights,"$78,191,625",https://www.basketball-reference.com/players/c/capelca01.html
75,76,Steven Adams,MEM,"$17,073,171","$17,926,829",,,,,1st Round Pick,"$35,000,000",https://www.basketball-reference.com/players/a/adamsst01.html
76,77,Markelle Fultz,ORL,"$16,500,000","$16,500,000","$17,000,000",,,,Bird,"$35,000,000",https://www.basketball-reference.com/players/f/fultzma01.html
77,78,Aaron Gordon,DEN,"$16,409,091","$19,690,909","$21,266,182","$22,841,455","$22,841,455",,Bird Rights,"$80,207,637",https://www.basketball-reference.com/players/g/gordoaa01.html
78,79,OG Anunoby,TOR,"$16,071,429","$17,357,143","$18,642,857","$19,928,571",,,Bird,"$52,071,429",https://www.basketball-reference.com/players/a/anunoog01.html
79,80,Dāvis Bertāns,DAL,"$16,000,000","$16,000,000","$17,000,000","$16,000,000",,,Bird,"$60,000,000",https://www.basketball-reference.com/players/b/bertada01.html
80,81,Gary Trent Jr.,TOR,"$16,000,000","$17,280,000","$18,560,000",,,,Bird,"$33,280,000",https://www.basketball-reference.com/players/t/trentga02.html
81,82,Lauri Markkanen,CLE,"$15,690,909","$16,475,454","$17,259,999","$18,044,544",,,Sign and Trade,"$55,426,362",https://www.basketball-reference.com/players/m/markkla01.html
82,83,Marcus Morris,LAC,"$15,627,907","$16,372,093","$17,116,279",,,,Non Bird,"$49,116,279",https://www.basketball-reference.com/players/m/morrima03.html
83,84,Duncan Robinson,MIA,"$15,560,000","$16,902,000","$18,154,000","$19,406,000","$19,888,000",,Bird,"$79,910,000",https://www.basketball-reference.com/players/r/robindu01.html
84,85,Norman Powell,LAC,"$15,517,242","$16,758,621","$18,000,000","$19,241,379","$20,482,758",,Bird,"$90,000,000",https://www.basketball-reference.com/players/p/powelno01.html
85,86,Dejounte Murray,SAS,"$15,428,571","$16,571,429","$17,714,286",,,,1st Round pick,"$49,714,286",https://www.basketball-reference.com/players/m/murrade01.html
86,87,Will Barton,DEN,"$15,384,615","$16,615,385",,,,,Bird,"$32,000,000",https://www.basketball-reference.com/players/b/bartowi01.html
87,88,Derrick White,BOS,"$15,178,571","$16,392,857","$17,607,143","$18,821,429",,,Bird,"$68,000,000",https://www.basketball-reference.com/players/w/whitede01.html
88,89,Taurean Prince,MIN,"$15,057,692",,,,,,1st Round pick,"$15,057,692",https://www.basketball-reference.com/players/p/princta02.html
89,90,Malik Beasley,MIN,"$14,391,964","$15,458,035","$16,524,106",,,,Bird,"$29,849,999",https://www.basketball-reference.com/players/b/beaslma01.html
90,91,Marcus Smart,BOS,"$14,339,285","$16,607,142","$18,583,713","$19,960,285","$21,336,856",,Bird Rights,"$90,827,281",https://www.basketball-reference.com/players/s/smartma01.html
91,92,Patrick Beverley,MIN,"$14,320,988","$13,000,000",,,,,Bird Rights,"$27,320,988",https://www.basketball-reference.com/players/b/beverpa01.html
92,93,Thaddeus Young,TOR,"$14,190,000",,,,,,Cap space,"$14,190,000",https://www.basketball-reference.com/players/y/youngth01.html
93,94,Jonas Valančiūnas,NOP,"$14,000,000","$14,700,000","$15,435,000",,,,Bird Rights,"$44,135,000",https://www.basketball-reference.com/players/v/valanjo01.html
94,95,Joe Ingles,POR,"$14,000,000",,,,,,Bird Rights,"$14,000,000",https://www.basketball-reference.com/players/i/inglejo01.html
95,96,Doug McDermott,SAS,"$13,750,000","$13,750,000","$13,750,000",,,,Sign and Trade,"$41,250,000",https://www.basketball-reference.com/players/m/mcderdo01.html
